,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
24,0.333333333,0.25,0.416666667,0.166666667,0.583333333,0.083333333,0,0.666666667,0,0.333333333,0.25,0.416666667,0.583333333,0.166666667,0,0.333333333,0.25,0.416666667,0.083333333,0.25,0.5,0.583333333,0.166666667,0,0.416666667,0.25,0.333333333,0.583333333,0.166666667,0,0,0,0.333333333,0,0.583333333,0.166666667,0.583333333,0,0
25,0.25,0.375,0.25,0.25,0.375,0,0.25,0.375,0,0.25,0.375,0.25,0.625,0,0,0.25,0.375,0.25,0.125,0.125,0.5,0.5,0,0,0.25,0.375,0.25,0.5,0,0,0,0,0.25,0,0.375,0.25,0.625,0,0
26,0.153846154,0.153846154,0.384615385,0.230769231,0.307692308,0.153846154,0.076923077,0.307692308,0,0.230769231,0.307692308,0.230769231,0.538461538,0.153846154,0.153846154,0.153846154,0.153846154,0.230769231,0.076923077,0.307692308,0.384615385,0.153846154,0.384615385,0.076923077,0.384615385,0.153846154,0.153846154,0.153846154,0.384615385,0.076923077,0.153846154,0,0,0.307692308,0.307692308,0.076923077,0.307692308,0.230769231,0
27,0.153846154,0,0.384615385,0.153846154,0,0.307692308,0.230769231,0.076923077,0.230769231,0.230769231,0.153846154,0.230769231,0.384615385,0,0.153846154,0.230769231,0.153846154,0.230769231,0.076923077,0.076923077,0.307692308,0.692307692,0,0,0.384615385,0,0.153846154,0.461538462,0,0,0,0,0.153846154,0.230769231,0.153846154,0.230769231,0.153846154,0.230769231,0
28,0.266666667,0.133333333,0.266666667,0.266666667,0.266666667,0.266666667,0.2,0.333333333,0.2,0.333333333,0.333333333,0.066666667,0.333333333,0.2,0.066666667,0.266666667,0.266666667,0.133333333,0.266666667,0.066666667,0.466666667,0.266666667,0.266666667,0.133333333,0.266666667,0.133333333,0.4,0.333333333,0.2,0.2,0.066666667,0.066666667,0.266666667,0.2,0.266666667,0.333333333,0.133333333,0.266666667,0.266666667
29,0.571428571,0,0.142857143,0.142857143,0.428571429,0.285714286,0.142857143,0.428571429,0.285714286,0,0.428571429,0,0.285714286,0.142857143,0.142857143,0.285714286,0.142857143,0,0.285714286,0.285714286,0.142857143,0.142857143,0.285714286,0.285714286,0.142857143,0.285714286,0.285714286,0.142857143,0.142857143,0.428571429,0.285714286,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0.142857143,0.571428571
30,0,0.416666667,0,0.25,0.333333333,0.083333333,0.25,0.333333333,0.083333333,0,0.416666667,0,0.416666667,0,0,0,0.416666667,0,0,0.416666667,0,0.166666667,0,0.333333333,0,0.416666667,0,0.166666667,0,0.333333333,0.25,0.083333333,0.5,0,0.166666667,0,0.416666667,0,0
31,0,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0,0,0.5,0.25,0.25,0.5,0,0.25,0.5,0,0,0.25,0.25,0,0,0.5,0.5,0,0.25,0.5,0.5,0
32,0.2,0,0.2,0.2,0.6,0.2,0,0.6,0.2,0.4,0,0.2,0.2,0,0.2,0.4,0.2,0,0.2,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.4,0.2,0,0,0,0.2,0.2,0,0.6,0.2
33,0.6,0.2,0,0.2,0.6,0.2,0,0.8,0,0.4,0.2,0,0,0.2,0,0,0.2,0,0.6,0.2,0,0.4,0.2,0.4,0,0.2,0.6,0,0,0.6,0.4,0,0,0.2,0.6,0,0.2,0,0.6
34,0.090909091,0.545454545,0.090909091,0.181818182,0.454545455,0,0.181818182,0.454545455,0,0.090909091,0.545454545,0.090909091,0.454545455,0.181818182,0,0.090909091,0.545454545,0.090909091,0.090909091,0.545454545,0.090909091,0.181818182,0,0,0.090909091,0.545454545,0.090909091,0.181818182,0,0,0,0,0.636363636,0.090909091,0.090909091,0.090909091,0.636363636,0,0
35,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
36,0,0,0.333333333,0,0,0.333333333,0,0,0.333333333,0,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0.666666667,0.333333333,0,0.333333333,0,0,0,1,0,0,0,0.666666667,0,0,0,1,0
37,0.5,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0,0.5,0,0,0.5,0.125,0,0.125,0.375,0.125,0.375,0.125,0,0.125,0.125,0.375,0.375,0.125,0,0.25,0,0.25,0.125,0.25,0.25,0.25,0.125,0.25
38,0.166666667,0.166666667,0.5,0.333333333,0.166666667,0.333333333,0.333333333,0.166666667,0.333333333,0,0.666666667,0,0.666666667,0,0,0,0.5,0.166666667,0,0.333333333,0.333333333,0.166666667,0.5,0.166666667,0.333333333,0.333333333,0,0.166666667,0.333333333,0.333333333,0,0,0.333333333,0.333333333,0.333333333,0.166666667,0,0.333333333,0.333333333
39,0.333333333,0.166666667,0,0.333333333,0,0.166666667,0.166666667,0.166666667,0,0.5,0,0.166666667,0.333333333,0.166666667,0,0,0.166666667,0,0,0.5,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.333333333,0,0.166666667,0,0.333333333
40,0.571428571,0.142857143,0,0.428571429,0.142857143,0,0.142857143,0.142857143,0,0.571428571,0.142857143,0,0.285714286,0.142857143,0,0.285714286,0.142857143,0,0.428571429,0.285714286,0.142857143,0.142857143,0.142857143,0.428571429,0,0.142857143,0.285714286,0.142857143,0.142857143,0.428571429,0.428571429,0,0.285714286,0.142857143,0.571428571,0,0.428571429,0,0.285714286
41,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0.666666667,0,0,0,0.333333333,0,0.333333333,0.666666667,0.333333333,0,0,0,0,1,0,0,0,0.666666667,0,0.333333333,0,0.666666667,0
42,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0.333333333,0,0,0,0.666666667,0,0.666666667,0.333333333,0.666666667,0,0,0,0,1,0,0,0,0.333333333,0,0.666666667,0,0.333333333,0
43,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0.333333333,0,0,0,0.666666667,0.333333333,0.333333333,0,0.666666667,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0
44,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
45,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,1,0
46,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5
47,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0,0.5,0.5
48,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,0,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0,1,0
49,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,1,0
50,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.5,0,0,0,1,0
51,0.5,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5
52,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
53,0,0,1,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0
54,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0,1,0,0.5,0,0,0,1,0,0,0,0,0.5,0,0,0.5,0.5
55,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5
56,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5
57,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0
58,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0
59,0,0,1,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.5,0,0,0,1,0
60,0,0,1,0,0,1,0.5,0,0.5,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0,1,0
61,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0
62,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0,0,1,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0
63,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0
64,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0.5,0,0,0,1,0,0,0.5,1,0,0,0.5,0,0
65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0
66,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0,0
67,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,1,0,0,0,0.5,0
68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0
69,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,1,0,0,0.5,0,0
70,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0.5,0
71,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0,1,0,0.5,0,0,0,1,0,0,0,0.5,0,0.5,0.5,0,0
72,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0.5,0,0
73,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,1,0,0,0.5,0,0
74,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0
75,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0
76,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0
77,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0
78,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0
79,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0
80,0.5,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,1,0,0,0,0.5
81,0.5,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,1,0,0,0.5,0,0.5,0,0,0,0.5
82,0,0,0.5,0,0,1,0,0,1,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0
83,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0.5,0,0,0,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0,1,0,0,0.5,0
84,0,0,0.5,0,0,1,0,0,1,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0,0.5,0
85,0.5,0,0,0,0,0.5,0,0,0.5,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5
86,0,0,0.5,0,0,1,0,0,1,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0,0.5,0,0,0.5,0
87,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0
88,0.5,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0.5
89,0.5,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,1,0,0,0,0,0.5,0,0,0,0.5
90,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5
91,0,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0.5,0,0,0,0.5,0.5,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0,1,0,0,0,0
92,0,0,0,0.5,0,0.5,0.5,0,0.5,1,0,0,1,0,0,0.5,0,0,0,0,1,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0
93,0,0,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0,0.5,0
94,0,0,0.5,0,0,1,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0
95,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0
96,0,0,1,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0
97,0,0.5,0.5,0,0.5,0,0,0.5,0,0,1,0,0,1,0,1,0,0,0,0.5,0.5,0,1,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0,0,1,0.5,0.5,0
98,0,0.5,0.5,0,0.5,0,0,0.5,0,0,1,0,0,1,0,1,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0.5,0.5,0,0.5,0.5,0.5,0
99,0,0,0.5,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0
100,0,0,1,0,0.5,0,0,0.5,0,0,0.5,0.5,0,1,0,0.5,0,0,0,0,1,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0.5,0
101,0,0,1,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0,1,0
102,0,0,0.5,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0
103,0,0,0.5,0,0,0,0,1,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0,0.5,0,0.5,0
104,0,0.5,0.5,0,0.5,0,0,0.5,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,1,0.5,0.5,0
105,0,0.5,0.5,0,0.5,0,0,0.5,0,0,1,0,0,1,0,1,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,1,0,0,0,0.5,0,0.5,0.5,0.5,0
106,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,0,1,0,1,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0
107,0,0,1,0,0.5,0,0,0.5,0,0,1,0,0,1,0,0.5,0,0,0,0.5,0.5,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1,0
108,0,0,1,0,0.5,0,0,0.5,0,0,1,0,0,1,0,0.5,0,0,0,0,1,0,1,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,1,0
109,0,0,0.5,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0
